trade_id,trade_date,instrument_isin,instrument_name,instrument_country,instrument_type,venue_mic,counterparty_id,counterparty_name,counterparty_lei,side,quantity,price,notional_value,currency,reporting_status,rejection_reason,report_submitted_date
TRD00377,2024-03-26,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,48133,444.3432,21387571.25,EUR,ACCEPTED,,2024-03-27
TRD00378,2024-08-07,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP001,Deutsche Bank AG,9ZHRYM6F437SQJ6OUG95,BUY,46782,487.7748,22819080.69,EUR,ACCEPTED,,2024-08-08
TRD00379,2024-08-21,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP001,Deutsche Bank AG,529900T8BM49AURSDO55,BUY,37251,91.7719,3418595.05,EUR,ACCEPTED,,2024-08-22
TRD00380,2024-02-22,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP002,Barclays PLC,INR2EJN1ERAN0W5ZP974,BUY,33446,11.2586,376555.14,EUR,PENDING,,2024-02-23
TRD00381,2024-01-24,US0378331005,Apple Inc,US,EQUITY,XPAR,CP004,UBS Group AG,UWJKLYCTVC18SQVJHL39,BUY,11828,466.2684,5515022.64,EUR,ACCEPTED,,2024-01-25
TRD00382,2024-04-24,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,21067,142.9164,3010819.8,EUR,PENDING,,2024-04-25
TRD00383,2024-03-02,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,SELL,33901,490.8928,16641756.81,EUR,ACCEPTED,,2024-03-03
TRD00384,2024-08-26,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,SELL,21549,52.3289,1127635.47,EUR,ACCEPTED,,2024-08-27
TRD00385,2024-07-07,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP005,Credit Suisse,XKZZ2JZF41MRHTR1V493,SELL,48568,315.1316,15305311.55,EUR,ACCEPTED,,2024-07-08
TRD00386,2024-10-29,US0378331005,Apple Inc,US,EQUITY,XLON,CP006,Morgan Stanley,INVALID123,BUY,49938,400.027,19976548.33,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-10-30
TRD00387,2024-01-13,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,SELL,45546,439.8273,20032374.21,EUR,PENDING,,2024-01-14
TRD00388,2024-12-02,US0378331005,Apple Inc,US,EQUITY,XPAR,CP001,Deutsche Bank AG,9ZHRYM6F437SQJ6OUG95,SELL,34821,491.7267,17122415.42,EUR,ACCEPTED,,2024-12-03
TRD00389,2024-01-31,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP001,Deutsche Bank AG,XKZZ2JZF41MRHTR1V493,SELL,15269,449.6709,6866024.97,EUR,ACCEPTED,,2024-02-01
TRD00390,2024-08-22,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP005,Credit Suisse,MAES062Z21O4RZ2U7M96,SELL,33223,75.4218,2505738.46,EUR,ACCEPTED,,2024-08-23
TRD00391,2024-10-30,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,SELL,8666,126.0182,1092073.72,EUR,PENDING,,2024-10-31
TRD00392,2024-07-20,XS1234567890,EUR Corp Bond 2026,XS,BOND,XPAR,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,BUY,17922,124.4695,2230742.38,EUR,ACCEPTED,,2024-07-21
TRD00393,2024-10-26,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,29562,238.367,7046605.25,EUR,ACCEPTED,,2024-10-27
TRD00394,2024-10-01,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP004,UBS Group AG,MAES062Z21O4RZ2U7M96,BUY,30465,139.8539,4260649.06,EUR,ACCEPTED,,2024-10-02
TRD00395,2024-03-21,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,BUY,45770,305.6182,13988145.01,EUR,PENDING,,2024-03-22
TRD00396,2024-03-16,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,33750,33.9858,1147020.75,EUR,ACCEPTED,,2024-03-17
TRD00397,2024-03-30,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,BUY,36534,376.5584,13757184.59,EUR,ACCEPTED,,2024-03-31
TRD00398,2024-08-24,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP001,Deutsche Bank AG,PBLD0EJDB5FWOLXP3B76,BUY,4141,416.8824,1726310.02,EUR,ACCEPTED,,2024-08-25
TRD00399,2024-04-11,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP003,Societe Generale,529900T8BM49AURSDO55,BUY,41407,469.4117,19436930.26,EUR,PENDING,,2024-04-12
TRD00400,2024-02-08,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,BUY,29160,406.5563,11855181.71,EUR,PENDING,,2024-02-09
TRD00401,2024-03-03,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP001,Deutsche Bank AG,9ZHRYM6F437SQJ6OUG95,SELL,37710,222.2466,8380919.29,EUR,ACCEPTED,,2024-03-04
TRD00402,2024-01-16,US0378331005,Apple Inc,US,EQUITY,XAMS,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,14171,455.0691,6448784.22,EUR,ACCEPTED,,2024-01-17
TRD00403,2024-08-16,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP005,Credit Suisse,00000000000000000000,SELL,40534,130.4345,5287032.02,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-08-17
TRD00404,2024-10-08,US0378331005,Apple Inc,US,EQUITY,XEUR,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,BUY,25201,77.2456,1946666.37,EUR,ACCEPTED,,2024-10-09
TRD00405,2024-11-18,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,SELL,25167,393.1387,9894121.66,EUR,ACCEPTED,,2024-11-19
TRD00406,2024-10-05,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP003,Societe Generale,BADLEI00000000000000000,SELL,33024,167.5862,5534366.67,EUR,REJECTED,INVALID_LEI,2024-10-06
TRD00407,2024-06-12,DE0007164600,SAP SE,DE,EQUITY,XLON,CP001,Deutsche Bank AG,XKZZ2JZF41MRHTR1V493,SELL,3939,406.2404,1600180.94,EUR,ACCEPTED,,2024-06-13
TRD00408,2024-10-26,GB0002634946,BP PLC,GB,EQUITY,XLON,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,BUY,43148,128.1649,5530059.11,EUR,ACCEPTED,,2024-10-27
TRD00409,2024-10-21,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,SELL,11640,125.9101,1465593.56,EUR,ACCEPTED,,2024-10-22
TRD00410,2024-10-29,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP005,Credit Suisse,00000000000000000000,BUY,9412,285.9234,2691111.04,EUR,REJECTED,MISSING_VENUE_CODE,2024-10-30
TRD00411,2024-06-07,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,3781,123.9854,468788.8,EUR,ACCEPTED,,2024-06-08
TRD00412,2024-09-26,US0378331005,Apple Inc,US,EQUITY,XEUR,CP003,Societe Generale,BADLEI00000000000000000,SELL,13303,405.1583,5389820.86,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-09-27
TRD00413,2024-01-31,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP005,Credit Suisse,MAES062Z21O4RZ2U7M96,SELL,9383,389.4396,3654111.77,EUR,PENDING,,2024-02-01
TRD00414,2024-07-10,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,BUY,22156,157.8649,3497654.72,EUR,ACCEPTED,,2024-07-11
TRD00415,2024-08-11,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP006,Morgan Stanley,INR2EJN1ERAN0W5ZP974,SELL,11516,356.5196,4105679.71,EUR,ACCEPTED,,2024-08-12
TRD00416,2024-12-06,DE0007164600,SAP SE,DE,EQUITY,XLON,CP004,UBS Group AG,PBLD0EJDB5FWOLXP3B76,BUY,48203,347.3642,16743996.53,EUR,ACCEPTED,,2024-12-07
TRD00417,2024-01-01,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP004,UBS Group AG,BADLEI00000000000000000,SELL,2222,99.2201,220467.06,EUR,REJECTED,MISSING_VENUE_CODE,2024-01-02
TRD00418,2024-02-23,US0378331005,Apple Inc,US,EQUITY,XLON,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,SELL,5199,126.618,658286.98,EUR,PENDING,,2024-02-24
TRD00419,2024-11-21,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,17480,112.7453,1970787.84,EUR,ACCEPTED,,2024-11-22
TRD00420,2024-05-11,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,SELL,3255,199.1092,648100.45,EUR,ACCEPTED,,2024-05-12
TRD00421,2024-07-30,US0378331005,Apple Inc,US,EQUITY,XAMS,CP003,Societe Generale,BADLEI00000000000000000,SELL,24698,59.7,1474470.6,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-07-31
TRD00422,2024-08-19,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP003,Societe Generale,MAES062Z21O4RZ2U7M96,BUY,20987,137.9526,2895211.22,EUR,ACCEPTED,,2024-08-20
TRD00423,2024-06-24,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,BUY,5015,278.0527,1394434.29,EUR,PENDING,,2024-06-25
TRD00424,2024-10-31,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP006,Morgan Stanley,UWJKLYCTVC18SQVJHL39,BUY,28367,471.7967,13383456.99,EUR,ACCEPTED,,2024-11-01
TRD00425,2024-03-21,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,12550,210.5471,2642366.1,EUR,ACCEPTED,,2024-03-22
TRD00426,2024-06-01,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP001,Deutsche Bank AG,PBLD0EJDB5FWOLXP3B76,SELL,37571,279.3347,10494884.01,EUR,ACCEPTED,,2024-06-02
TRD00427,2024-01-28,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP004,UBS Group AG,INR2EJN1ERAN0W5ZP974,SELL,19403,413.7097,8027209.31,EUR,ACCEPTED,,2024-01-29
TRD00428,2024-02-19,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,SELL,19224,488.7583,9395889.56,EUR,PENDING,,2024-02-20
TRD00429,2024-06-06,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP004,UBS Group AG,PBLD0EJDB5FWOLXP3B76,SELL,43421,139.8522,6072522.38,EUR,ACCEPTED,,2024-06-07
TRD00430,2024-07-08,US0378331005,Apple Inc,US,EQUITY,XPAR,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,3024,139.015,420381.36,EUR,ACCEPTED,,2024-07-09
TRD00431,2024-04-25,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP005,Credit Suisse,MAES062Z21O4RZ2U7M96,BUY,10004,378.5952,3787466.38,EUR,ACCEPTED,,2024-04-26
TRD00432,2024-12-08,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP004,UBS Group AG,00000000000000000000,SELL,15010,281.2649,4221786.15,EUR,REJECTED,MISSING_VENUE_CODE,2024-12-09
TRD00433,2024-12-17,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,SELL,31312,156.4375,4898371.0,EUR,ACCEPTED,,2024-12-18
TRD00434,2024-09-14,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP007,JPMorgan Chase,INVALID123,BUY,44502,491.5498,21874949.2,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-09-15
TRD00435,2024-03-29,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,UWJKLYCTVC18SQVJHL39,BUY,8369,30.9112,258695.83,EUR,ACCEPTED,,2024-03-30
TRD00436,2024-04-13,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP007,JPMorgan Chase,INVALID123,BUY,17000,166.6772,2833512.4,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-04-14
TRD00437,2024-10-11,US0378331005,Apple Inc,US,EQUITY,XMIL,CP003,Societe Generale,UWJKLYCTVC18SQVJHL39,BUY,34158,234.497,8009948.53,EUR,ACCEPTED,,2024-10-12
TRD00438,2024-02-27,US0378331005,Apple Inc,US,EQUITY,XLON,CP002,Barclays PLC,INVALID123,BUY,38630,295.5118,11415620.83,EUR,REJECTED,MISSING_VENUE_CODE,2024-02-28
TRD00439,2024-02-21,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP007,JPMorgan Chase,00000000000000000000,SELL,22635,440.1678,9963198.15,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-02-22
TRD00440,2024-10-19,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,SELL,18149,207.4572,3765140.72,EUR,ACCEPTED,,2024-10-20
TRD00441,2024-07-21,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,SELL,31243,461.2091,14409555.91,EUR,PENDING,,2024-07-22
TRD00442,2024-06-21,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,BUY,32318,430.535,13914030.13,EUR,ACCEPTED,,2024-06-22
TRD00443,2024-03-09,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP007,JPMorgan Chase,INR2EJN1ERAN0W5ZP974,BUY,17756,367.1117,6518435.35,EUR,ACCEPTED,,2024-03-10
TRD00444,2024-08-14,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,SELL,49874,263.0857,13121136.2,EUR,ACCEPTED,,2024-08-15
TRD00445,2024-09-20,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,46602,258.3297,12038680.68,EUR,ACCEPTED,,2024-09-21
TRD00446,2024-03-29,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,BUY,16450,26.2048,431068.96,EUR,ACCEPTED,,2024-03-30
TRD00447,2024-12-26,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,BUY,33203,204.5017,6790069.95,EUR,ACCEPTED,,2024-12-27
TRD00448,2024-05-03,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP005,Credit Suisse,XKZZ2JZF41MRHTR1V493,SELL,11738,480.655,5641928.39,EUR,ACCEPTED,,2024-05-04
TRD00449,2024-06-25,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,SELL,6023,149.684,901546.73,EUR,PENDING,,2024-06-26
TRD00450,2024-03-24,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP007,JPMorgan Chase,529900T8BM49AURSDO55,BUY,14606,327.2161,4779318.36,EUR,ACCEPTED,,2024-03-25
TRD00451,2024-11-29,US0378331005,Apple Inc,US,EQUITY,XMIL,CP001,Deutsche Bank AG,PBLD0EJDB5FWOLXP3B76,BUY,683,242.3076,165496.09,EUR,PENDING,,2024-11-30
TRD00452,2024-11-03,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,39968,404.4919,16166732.26,EUR,ACCEPTED,,2024-11-04
TRD00453,2024-08-04,US0378331005,Apple Inc,US,EQUITY,XPAR,CP004,UBS Group AG,MAES062Z21O4RZ2U7M96,SELL,14400,238.682,3437020.8,EUR,ACCEPTED,,2024-08-05
TRD00454,2024-01-04,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP005,Credit Suisse,MAES062Z21O4RZ2U7M96,SELL,39013,308.4346,12032959.05,EUR,PENDING,,2024-01-05
TRD00455,2024-09-03,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,21408,432.1309,9251058.31,EUR,PENDING,,2024-09-04
TRD00456,2024-04-06,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,SELL,3820,404.6606,1545803.49,EUR,ACCEPTED,,2024-04-07
TRD00457,2024-12-14,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP006,Morgan Stanley,UWJKLYCTVC18SQVJHL39,SELL,19472,137.1189,2669979.22,EUR,ACCEPTED,,2024-12-15
TRD00458,2024-07-17,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,37589,409.8472,15405746.4,EUR,PENDING,,2024-07-18
TRD00459,2024-12-17,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,BUY,33347,157.0955,5238663.64,EUR,ACCEPTED,,2024-12-18
TRD00460,2024-05-30,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,BUY,17051,365.3415,6229437.92,EUR,PENDING,,2024-05-31
TRD00461,2024-12-01,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,SELL,48872,437.0018,21357151.97,EUR,ACCEPTED,,2024-12-02
TRD00462,2024-07-09,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,7818,240.5629,1880720.75,EUR,ACCEPTED,,2024-07-10
TRD00463,2024-04-09,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,SELL,25113,269.6209,6770989.66,EUR,PENDING,,2024-04-10
TRD00464,2024-03-18,GB0002634946,BP PLC,GB,EQUITY,XLON,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,SELL,37416,447.4941,16743439.25,EUR,ACCEPTED,,2024-03-19
TRD00465,2024-06-10,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,BUY,32054,172.9884,5544970.17,EUR,ACCEPTED,,2024-06-11
TRD00466,2024-11-20,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP004,UBS Group AG,PBLD0EJDB5FWOLXP3B76,BUY,13822,382.9847,5293614.52,EUR,ACCEPTED,,2024-11-21
TRD00467,2024-09-07,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP002,Barclays PLC,00000000000000000000,SELL,28523,320.4089,9139023.05,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-09-08
TRD00468,2024-07-15,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP005,Credit Suisse,XKZZ2JZF41MRHTR1V493,BUY,47984,192.8197,9252260.48,EUR,ACCEPTED,,2024-07-16
TRD00469,2024-09-28,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,41170,369.4656,15210898.75,EUR,ACCEPTED,,2024-09-29
TRD00470,2024-06-08,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP004,UBS Group AG,INVALID123,BUY,38679,159.9964,6188500.76,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-06-09
TRD00471,2024-05-28,US0378331005,Apple Inc,US,EQUITY,XMIL,CP005,Credit Suisse,,BUY,22240,222.496,4948311.04,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-05-29
TRD00472,2024-07-02,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP002,Barclays PLC,INR2EJN1ERAN0W5ZP974,BUY,1353,121.925,164964.52,EUR,ACCEPTED,,2024-07-03
TRD00473,2024-01-12,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP002,Barclays PLC,UWJKLYCTVC18SQVJHL39,BUY,24124,358.4439,8647100.64,EUR,ACCEPTED,,2024-01-13
TRD00474,2024-11-23,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,BUY,39023,497.3933,19409778.75,EUR,ACCEPTED,,2024-11-24
TRD00475,2024-01-25,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP004,UBS Group AG,9ZHRYM6F437SQJ6OUG95,SELL,25020,70.5616,1765451.23,EUR,ACCEPTED,,2024-01-26
TRD00476,2024-12-25,GB0002634946,BP PLC,GB,EQUITY,XLON,CP006,Morgan Stanley,MAES062Z21O4RZ2U7M96,SELL,41408,14.5592,602867.35,EUR,PENDING,,2024-12-26
TRD00477,2024-12-05,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP005,Credit Suisse,INVALID123,BUY,46022,77.2101,3553363.22,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-12-06
TRD00478,2024-02-28,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP004,UBS Group AG,INR2EJN1ERAN0W5ZP974,SELL,40011,107.8772,4316274.65,EUR,ACCEPTED,,2024-02-29
TRD00479,2024-07-02,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,2682,278.588,747173.02,EUR,ACCEPTED,,2024-07-03
TRD00480,2024-06-18,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP001,Deutsche Bank AG,PBLD0EJDB5FWOLXP3B76,SELL,5932,454.3712,2695329.96,EUR,PENDING,,2024-06-19
TRD00481,2024-02-16,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,SELL,47520,59.6323,2833726.9,EUR,PENDING,,2024-02-17
TRD00482,2024-08-21,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP004,UBS Group AG,529900T8BM49AURSDO55,BUY,6641,408.4574,2712565.59,EUR,ACCEPTED,,2024-08-22
TRD00483,2024-07-03,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP004,UBS Group AG,7H6GLXDRUGQFU57RNE97,BUY,7695,56.5493,435146.86,EUR,PENDING,,2024-07-04
TRD00484,2024-03-11,XS1234567890,EUR Corp Bond 2026,XS,BOND,XLON,CP003,Societe Generale,MAES062Z21O4RZ2U7M96,SELL,28786,477.9937,13759526.65,EUR,ACCEPTED,,2024-03-12
TRD00485,2024-07-09,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,26365,206.1226,5434422.35,EUR,ACCEPTED,,2024-07-10
TRD00486,2024-07-16,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,BUY,42622,444.2007,18932722.24,EUR,ACCEPTED,,2024-07-17
TRD00487,2024-03-08,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,SELL,6896,213.8536,1474734.43,EUR,ACCEPTED,,2024-03-09
TRD00488,2024-04-02,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,BUY,40165,24.12,968779.8,EUR,ACCEPTED,,2024-04-03
TRD00489,2024-09-06,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP004,UBS Group AG,7H6GLXDRUGQFU57RNE97,SELL,4250,138.1903,587308.78,EUR,ACCEPTED,,2024-09-07
TRD00490,2024-12-26,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,BUY,37891,364.649,13816915.26,EUR,PENDING,,2024-12-27
TRD00491,2024-09-22,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP001,Deutsche Bank AG,XKZZ2JZF41MRHTR1V493,SELL,43466,366.0595,15911142.23,EUR,ACCEPTED,,2024-09-23
TRD00492,2024-12-05,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP002,Barclays PLC,00000000000000000000,BUY,40267,36.7374,1479304.89,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-12-06
TRD00493,2024-03-25,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,BUY,21785,485.3711,10573809.41,EUR,ACCEPTED,,2024-03-26
TRD00494,2024-10-08,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP004,UBS Group AG,MAES062Z21O4RZ2U7M96,SELL,5266,234.9564,1237280.4,EUR,ACCEPTED,,2024-10-09
TRD00495,2024-09-12,US0378331005,Apple Inc,US,EQUITY,XPAR,CP001,Deutsche Bank AG,UWJKLYCTVC18SQVJHL39,BUY,48939,330.1528,16157347.88,EUR,ACCEPTED,,2024-09-13
TRD00496,2024-07-30,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,6056,397.9738,2410129.33,EUR,ACCEPTED,,2024-07-31
TRD00497,2024-12-01,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,SELL,3656,410.1285,1499429.8,EUR,ACCEPTED,,2024-12-02
TRD00498,2024-10-13,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP005,Credit Suisse,MAES062Z21O4RZ2U7M96,SELL,47066,332.0119,15626472.09,EUR,ACCEPTED,,2024-10-14
TRD00499,2024-02-19,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP001,Deutsche Bank AG,XKZZ2JZF41MRHTR1V493,SELL,23374,416.6431,9738615.82,EUR,ACCEPTED,,2024-02-20
TRD00500,2024-12-25,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,SELL,9304,412.7009,3839769.17,EUR,ACCEPTED,,2024-12-26
